popularity,english_title,release_year,runtime,tmdb_id,imdbRating,imdbVotes,rtAudienceRating,poster,backdrop,imdb_id,created_at,run_id,rtAudienceVotes,rt_id,lb_id,lbRating,lbVotes,tmdbRating,tmdbVotes,rtCriticRating,rtCriticVotes
0.0922,Grandmother and Foreigner,2024,115,1310024,10,85,90,https://image.tmdb.org/t/p/w500/v7yWGbMoAXz7GmB5BWB59nFQx7z.jpg,https://image.tmdb.org/t/p/w1280/80n5lgm9PReZmd1Vt8DWK0gtF2X.jpg,tt28279003,2026-01-16 11:52:01.778288+00,219,10,/m/avatar_fire_and_ash,tmdb/1310024,3.5,434,80,2,66,350
99999999,Somebody to Love,2025,97,1312157,6,4908,95,https://image.tmdb.org/t/p/w500/j0FOPkEflJN0nnyCvjENWZ116Mq.jpg,https://image.tmdb.org/t/p/w1280/tOwffsVVkPWaQGmWDoZxKhGmrNi.jpg,tt34621892,2026-01-31 16:29:13.35286+00,242,10,/m/madly_2025,tmdb/1312157,3.4,28713,72,538,80,10
133.5289,Primate,2026,89,1315303,5.9,17048,71,https://image.tmdb.org/t/p/w500/rKleYiEj4pFqxedTRWfujLooi84.jpg,https://image.tmdb.org/t/p/w1280/9uakM2woks0JV8HKIc4oatIVS88.jpg,tt33028778,2026-01-16 11:52:01.778288+00,229,1000,/m/primate_2025,tmdb/1315303,2.6,169752,66,345,78,191
999999999,"""Wuthering Heights""",2026,136,1316092,6.3,23163,77,https://image.tmdb.org/t/p/w500/ywRO5dyE8RyyXJd6cvd69jLZeic.jpg,https://image.tmdb.org/t/p/w1280/vSQSYd2zZTqc0zmHImwWEGGluMI.jpg,tt32897959,2026-01-21 06:05:43.374386+00,242,10,/m/wuthering_heights_2026,tmdb/1316092,2.9,519662,67,262,60,289
9999999999,Marty Supreme,2025,150,1317288,7.9,92353,82,https://image.tmdb.org/t/p/w500/lYWEXbQgRTR4ZQleSXAgRbxAjvq.jpg,https://image.tmdb.org/t/p/w1280/qKWDHofjMHPSEOTLaixkC9ZmjTT.jpg,tt32916440,2026-01-16 11:52:01.778288+00,242,5000,/m/marty_supreme,tmdb/1317288,4.2,1836368,76,826,94,341
0.5277,Addition,2026,91,1326036,10,104,95,https://image.tmdb.org/t/p/w500/psglZHima9p19Bz9UStWGnm9ZCk.jpg,https://image.tmdb.org/t/p/w1280/5QF8Zmx8zTGtdTLfDD1OdoYXkll.jpg,tt27722524,2026-01-21 06:05:43.374386+00,229,10,,tmdb/1326036,3.2,486,50,1,95,50
42.8254,Hoppers,2026,105,1327819,,,,https://image.tmdb.org/t/p/w500/d7WizU73PscO3dQor0Ogfx9xy8N.jpg,https://image.tmdb.org/t/p/w1280/2RrLuIfIzGWWIH8IAEo6o0IYHmx.jpg,tt26443616,2026-03-01 23:46:36.91303+00,242,,,,,,,,,
3.4809,A Pale View of Hills,2025,123,1337985,6,405,95,https://image.tmdb.org/t/p/w500/9A9FOqFH4UX9EGPxg9SFxO9gnag.jpg,https://image.tmdb.org/t/p/w1280/w94lnreSjvNWBu7zEEWo9yW7iqk.jpg,tt33253688,2026-01-31 16:29:13.35286+00,242,10,/m/a_pale_view_of_hills,tmdb/1337985,3.4,2947,79,10,63,16
0.3909,Three Men for Vilma,2024,90,1340922,6,350,95,https://image.tmdb.org/t/p/w500/m0AuWkI0mJzkF0beoysJkntBNse.jpg,https://image.tmdb.org/t/p/w1280/eNdkax16z4qrBer1jFThb6qh2YU.jpg,tt32766835,2026-01-20 17:15:21.870958+00,153,10,,tmdb/1340922,3.3,717,80,3,95,10
0.1109,Additional Scenes,2024,17,1360647,7.1,11,95,https://image.tmdb.org/t/p/w500/cdLDT2RuO26g4cMgJw93TZnh2IW.jpg,,tt32098268,2026-02-02 07:28:03.449438+00,228,5000,,tmdb/1360647,4.75,10,0,0,88,24
110.7472,The Housemaid,2025,131,1368166,6.8,89688,92,https://image.tmdb.org/t/p/w500/cWsBscZzwu5brg9YjNkGewRUvJX.jpg,https://image.tmdb.org/t/p/w1280/sK3z0Naed3H1Wuh7a21YRVMxYqt.jpg,tt27543632,2026-01-16 11:52:01.778288+00,242,5000,/m/the_housemaid_2025,tmdb/1368166,3,992126,72,1198,74,197
14.8288,Song Sung Blue,2025,133,1371185,9,15066,97,https://image.tmdb.org/t/p/w500/kQzDdxI0F5z16qo2vzDoqdVMl4O.jpg,https://image.tmdb.org/t/p/w1280/wLauNnJYmvVLN0MiOv0tjdiPs0J.jpg,tt30343021,2026-01-16 11:52:01.778288+00,229,2500,/m/song_sung_blue_2025,tmdb/1371185,3.3,74954,75,139,78,200
0.7563,Beyond After,2024,93,1375750,5.7,39,95,https://image.tmdb.org/t/p/w500/nC3tvV3G6ZgFS1V0Su3Rrn9DLif.jpg,https://image.tmdb.org/t/p/w1280/ewLyYUFFrMMw23aBtFN4SIF8ocz.jpg,tt35472558,2026-01-16 11:52:01.778288+00,153,10,,tmdb/1375750,2.7,558,53,3,95,10
5.6234,Kokuho,2025,174,1379266,8,2838,95,https://image.tmdb.org/t/p/w500/egDmNUBcSvu6aqQPCfyd1UneCYr.jpg,https://image.tmdb.org/t/p/w1280/3C8yAIuXlH4BGCpTwEetIv0VBt8.jpg,tt35231039,2026-01-16 11:52:01.778288+00,242,50,/m/kokuho,tmdb/1379266,3.9,18204,81,31,94,31
17.7386,La Grazia,2025,133,1397364,9,3959,75,https://image.tmdb.org/t/p/w500/u5RgunQiA4hvDfTeWO9pS0lm4K4.jpg,https://image.tmdb.org/t/p/w1280/baIjN7xPyw2In1CuHACTgzcsF20.jpg,tt34886821,2026-01-20 17:15:21.870958+00,153,50,/m/la_grazia,tmdb/1397364,3.7,38757,75,263,81,53
9999999,DJ Ahmet,2025,97,1400743,10,1243,,https://image.tmdb.org/t/p/w500/1qQq52OGWBLG8RUqcrphzI6DZKp.jpg,https://image.tmdb.org/t/p/w1280/pfblA9k7GAnAcwH1meNtkahHSYA.jpg,tt34964187,2026-02-04 10:37:03.53861+00,242,0,/m/dj_ahmet,tmdb/1400743,3.7,5994,74,11,92,24
0.4408,Hong Kong Classics Reimagined,2024,51,1402221,9.5,10,62,https://image.tmdb.org/t/p/w500/teRdWgTgnT4XvWhEETB9CnYFV7R.jpg,,,2026-02-02 07:28:03.449438+00,169,0,/m/naked_nations_tribe_hong_kong,tmdb/1402221,4.75,10,0,0,100,2
7.1711,Scarlet,2025,112,1406657,10,637,80,https://image.tmdb.org/t/p/w500/2O2tOyS4kvO9GtFPHpWmbXvfRQv.jpg,https://image.tmdb.org/t/p/w1280/1veW9CaejBZDHmWVmcgfYAUvirT.jpg,tt35114460,2026-02-18 15:23:47.178654+00,242,100,/m/scarlet_2025,tmdb/1406657,3,7129,60,6,73,67
0.2564,A Man's Dark Finger,1959,74,1409819,9.5,10,62,https://image.tmdb.org/t/p/w500/93zxcifGLEwFGAAUKhmCnbbnZXA.jpg,https://image.tmdb.org/t/p/w1280/8Yl3FiwIkfvzZ2EDt9IEAjhr3hq.jpg,tt6612572,2026-01-16 11:52:01.778288+00,154,1000,,tmdb/1409819,4.75,10,0,0,91,44
7.1435,Melania,2026,104,1413097,1,58268,98,https://image.tmdb.org/t/p/w500/ba6Silct0Y4pyvrSv0Tj0Urmx9f.jpg,https://image.tmdb.org/t/p/w1280/3R5SXP6AWMclxhrWChOqWPl3W9d.jpg,tt35291758,2026-01-31 16:29:13.35286+00,229,10,/m/melania,tmdb/1413097,1.1,16104,30,75,11,53
1.1521,Escobank,2025,97,1426083,6.2,1728,95,https://image.tmdb.org/t/p/w500/5G0pPDxAKWgQy24NHBGl8LYPxIH.jpg,https://image.tmdb.org/t/p/w1280/cDiEVwx3VWNRny0ctFVVmCuCFSo.jpg,tt22202450,2026-01-16 11:52:01.778288+00,158,10,/m/escobank,tmdb/1426083,4.75,10,42,6,95,0
0.0214,Dress to Impress,,0,1440237,,,,,,,2026-02-18 15:23:47.178654+00,229,,,tmdb/1440237,,,0,0,,
18.815,EPiC: Elvis Presley in Concert,2026,98,1445363,10,189,,https://image.tmdb.org/t/p/w500/nor2u3bC7xn2L4PhAMi7RRg04n9.jpg,https://image.tmdb.org/t/p/w1280/1dj8V6B8ptIHah7YZXHl3PEKO4h.jpg,tt35003538,2026-02-18 15:23:47.178654+00,242,,/m/epic_elvis_presley_in_concert,tmdb/1445363,3.6,480,85,2,92,25
32.9428,Wildcat,2025,99,1448560,4,1717,28,https://image.tmdb.org/t/p/w500/h893ImjM6Fsv5DFhKJdlZFZIJno.jpg,https://image.tmdb.org/t/p/w1280/pAyImoslSnpMgjRwhaS5ZEdl8UI.jpg,tt36153493,2026-01-16 11:52:01.778288+00,229,50,/m/wildcat_2025,tmdb/1448560,2.4,1034,63,116,57,14
0.2744,Jungle Beat 2: The Past,2025,91,1453180,2,46,95,https://image.tmdb.org/t/p/w500/AfgdmE64GuHN1ujxKuTDanKja0o.jpg,https://image.tmdb.org/t/p/w1280/oclsYhKuR6VmwK8eNS2pze1oxe3.jpg,tt21068758,2026-01-20 17:15:21.870958+00,242,0,/m/jungle_beat_2_the_past,tmdb/1453180,4.75,10,0,0,95,0
0.0261,No Suprises,,0,1461484,9.5,10,95,,,,2026-01-16 11:52:01.778288+00,144,250,,tmdb/1461484,4.75,10,0,0,95,4
0.0387,Whale the Moon,2025,9,1480559,9.5,10,95,https://image.tmdb.org/t/p/w500/cFTRutsuFofjdrOPSfN4XHcDUKp.jpg,https://image.tmdb.org/t/p/w1280/tWmFez8MnxVHvljYo5PEG2cuAG1.jpg,,2026-01-20 17:15:21.870958+00,228,10,,tmdb/1480559,4.75,10,0,0,95,10
0.0757,אורנה ואלה,2025,56,1489615,7,16,95,https://image.tmdb.org/t/p/w500/tCQAMjEqqM1pY1bYcGXrPJUmCYq.jpg,,tt36907590,2026-01-16 11:52:01.778288+00,220,10,,tmdb/1489615,4.75,10,0,0,95,50
3.4392,Tom and Jerry: Forbidden Compass,2025,104,1497970,1,349,95,https://image.tmdb.org/t/p/w500/5qttWFjsO62k88civZaDMHiBTvy.jpg,https://image.tmdb.org/t/p/w1280/wmTBmCLPZSX5eAVAiBf8td8Hb9g.jpg,tt37185884,2026-01-16 11:52:01.778288+00,229,0,/m/tom_and_jerry_forbidden_compass,tmdb/1497970,2.3,1069,43,6,95,1
0.1061,Madly,2025,0,1500272,,,,https://image.tmdb.org/t/p/w500/3rvB1kxXiquHatOU0qN4Y5qxjS0.jpg,,,2026-02-10 20:06:33.501521+00,229,,/m/madly_2025,tmdb/1500272,,,70,1,80,10
0.2291,Oxygen,2025,93,1508379,10,34,74,https://image.tmdb.org/t/p/w500/k4Ehucxk2XEU98W92HVPPl4xM3M.jpg,https://image.tmdb.org/t/p/w1280/9n8kg8CsbntnIVmFRth3Sd2Yaf7.jpg,tt37496619,2026-01-16 11:52:01.778288+00,220,500,,tmdb/1508379,4.75,10,0,0,90,106
1.3642,As If You Were Never Here,2025,93,1508797,10,50,74,https://image.tmdb.org/t/p/w500/eenwqx2HHTOUnc9rl3sVgToTqL.jpg,https://image.tmdb.org/t/p/w1280/rzq0n1RdKRCunPgFYcxMVxw5USn.jpg,tt37497112,2026-01-16 11:52:01.778288+00,224,50,/m/wish_you_were_here_2025,tmdb/1508797,4.75,10,0,0,33,24
1.0496,Bella,2025,75,1509930,8,16,95,,https://image.tmdb.org/t/p/w1280/yKy43nb02I0Gq4vgMLXAaaxCCP9.jpg,tt37185549,2026-01-16 11:52:01.778288+00,153,10,,tmdb/1509930,4.75,10,0,0,95,10
0.1508,A Burning Man,2025,0,1518185,,,,https://image.tmdb.org/t/p/w500/A08Aoom7VGQ9gw0Ob8XLWTQJx24.jpg,https://image.tmdb.org/t/p/w1280/uxOKRFyixqGRRoS8E8F3NbfNdfx.jpg,,2026-02-10 20:06:33.501521+00,229,,,tmdb/1518185,,,90,1,,
0.1889,Book of Ruth,2025,88,1519636,8,6,,https://image.tmdb.org/t/p/w500/sPRcUPz1ooHIAueBNQdRcL9sv3s.jpg,https://image.tmdb.org/t/p/w1280/2J2B7JdCupokT2RGph51fUnVfB5.jpg,tt37538317,2026-02-04 10:37:03.53861+00,228,,,tmdb/1519636,,,0,0,,
99999999,The Soundman,2025,118,1529023,10,207,95,https://image.tmdb.org/t/p/w500/vmP2KA9XqyhIxiCZ4IgdpsZBg35.jpg,https://image.tmdb.org/t/p/w1280/xcCs638M7OBMPxrdJEf1WyI2EI9.jpg,tt22872358,2026-01-20 17:15:21.870958+00,242,0,/m/the_soundman,tmdb/1529023,3.5,896,72,4,95,0
0.0869,Hola!... Ciao,2025,0,1544655,8.4,6,,https://image.tmdb.org/t/p/w500/nQePynSrqGT5a3BnRu5BiJVzRo4.jpg,,tt37538091,2026-02-18 15:23:47.178654+00,229,,,tmdb/1544655,,,0,0,,
0.0143,RUTH,2025,6,1558220,,,70,https://image.tmdb.org/t/p/w500/sdzYDWM4H06a6Mz306f45Xz3XS2.jpg,https://image.tmdb.org/t/p/w1280/oufedzf695PCN93vAX40pROyf5w.jpg,,2026-02-04 10:37:03.53861+00,229,50,/m/ruth_and_boaz,tmdb/1558220,,,0,0,,7
0.2415,Etty part 1,2025,148,1580543,10,18,56,https://image.tmdb.org/t/p/w500/ef0hLjx8FkqesySRwU6xBYVNNwF.jpg,https://image.tmdb.org/t/p/w1280/54TxItas2SZRnbi5uhkVtSMXQU.jpg,tt27237072,2026-01-16 11:52:01.778288+00,228,10000,,tmdb/1580543,4.75,10,0,0,22,185
0.2924,Etty part 2,2025,180,1580547,9.5,10,95,https://image.tmdb.org/t/p/w500/1ZVZDfmGb5SnO0OzLayJ9N3i0p2.jpg,https://image.tmdb.org/t/p/w1280/whlxv3GAahFMiHzBSoDZ0Nxs2h0.jpg,,2026-01-16 11:52:01.778288+00,228,5000,,tmdb/1580547,4.75,10,0,0,92,466
1.2396,The Lost Chapter: Yuki's Revenge,2025,10,1588237,10,1380,95,https://image.tmdb.org/t/p/w500/m1F7JymM4RXPiFSR0G8H2VIwGbw.jpg,https://image.tmdb.org/t/p/w1280/9KZ0c6sPo8ssTvco409XR8PtYgm.jpg,tt39075285,2026-02-10 20:06:33.501521+00,228,,/m/the_lost_bus,tmdb/1588237,2.6,24907,59,34,88,138
8.703,Stray Kids: The dominATE Experience,2026,146,1600421,10,1257,100,https://image.tmdb.org/t/p/w500/f1MvTJ25dq924ww9UOnLkj3qqs8.jpg,https://image.tmdb.org/t/p/w1280/sEcWQzk7uTBNMrWnMGD6hfDmrEo.jpg,tt39216314,2026-01-16 11:52:01.778288+00,228,10,/m/stray_kids_the_dominate_experience,tmdb/1600421,4.3,12630,84,6,95,6
0.6571,Housemaid,2026,89,1611977,6.1,17,92,https://image.tmdb.org/t/p/w500/jcBMypi61mh41HjYSNUMNxnt3gi.jpg,https://image.tmdb.org/t/p/w1280/aeq0CZZUV1pUr0jyah9YkNmVsLj.jpg,tt39319989,2026-02-18 14:30:00.230817+00,228,,/m/the_housemaid_2025,tmdb/1611977,,,10,1,74,197
1.2303,Twenty One Pilots: More Than We Ever Imagined,2026,119,1612063,,,,https://image.tmdb.org/t/p/w500/5JvxjrXPTmwdY8VtFzHzQ23B8ba.jpg,https://image.tmdb.org/t/p/w1280/6TKSzOd1izqFbJ0mTQTc8FaA9m7.jpg,tt39315536,2026-02-18 15:23:47.178654+00,229,,/m/twenty_one_pilots_more_than_we_ever_imagined,tmdb/1612063,,,0,0,,0
